STRUCTURE_NUMBER_008,MIN_VERT_CLR_010,APPR_WIDTH_MT_032,STRUCTURE_FLARED_035,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,HORR_CLR_MT_047,DECK_AREA,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,MIN_NAV_CLR_MT_116,DEGREES_SKEW_034
000000000045313,99.99,26.2,0,0.0,0.0,0.0,0.0,26.1,46.5,99.99,H,4.47,H,3.8,99.9,26.1,1501.95,31.1,32.3,0.0,19
000000000045314,99.99,7.3,0,0.0,0.0,0.0,2.1,7.4,10.5,99.99,N,0.0,N,0.0,0.0,7.3,64.05,6.1,6.1,0.0,11
000000000045315,99.99,12.8,0,0.0,0.0,0.0,0.0,12.2,13.2,99.99,H,5.21,H,4.3,1.2,12.2,483.12,35.4,36.6,0.0,9
000000000045316,10.45,18.0,0,0.0,0.0,0.0,0.0,16.5,17.4,10.45,H,8.41,H,13.1,0.0,16.5,31370.46,45.7,1802.9,0.0,0
000000000045321,99.99,4.6,0,0.0,0.0,0.0,0.0,4.2,4.2,99.99,N,0.0,N,0.0,0.0,4.2,57.54,11.0,13.7,0.0,0
000000000045322,99.99,4.9,0,0.0,0.0,0.0,0.0,4.3,4.3,99.99,N,0.0,N,0.0,0.0,4.3,69.66,12.5,16.2,0.0,0
000000000045323,99.99,7.0,0,0.0,0.0,0.0,0.0,7.3,7.6,99.99,N,0.0,N,0.0,0.0,7.3,106.4,13.7,14.0,0.0,0
000000000045325,30.45,9.3,0,0.0,0.0,0.0,0.0,9.3,10.5,99.99,N,0.0,N,0.0,0.0,9.3,290.85,27.4,27.7,0.0,20
000000000045326,99.99,7.9,0,0.0,0.0,1.8,0.2,8.0,8.9,99.99,H,7.89,H,0.1,0.1,8.0,1172.13,73.8,131.7,0.0,0
000000000045327,99.99,7.9,0,0.0,0.0,0.2,0.2,8.0,8.9,99.99,H,7.95,H,0.1,0.0,8.0,1172.13,73.8,131.7,0.0,0
000000000045328,99.99,8.5,0,0.0,0.0,0.2,0.2,8.5,9.6,99.99,H,4.54,H,99.9,0.0,8.5,1427.52,23.5,148.7,0.0,99
000000000045329,99.99,8.5,0,0.0,0.0,2.7,0.2,8.5,9.8,99.99,R,7.37,R,0.0,0.0,8.5,1320.06,20.7,134.7,0.0,0
000000000045334,99.99,11.3,0,0.0,0.0,0.2,1.1,11.3,12.2,99.99,H,5.01,H,2.2,0.0,11.3,2692.54,31.4,220.7,0.0,0
000000000045335,99.99,5.5,0,0.0,0.0,0.4,0.4,7.8,8.7,99.99,N,0.0,N,0.0,0.0,5.5,461.1,25.9,53.0,0.0,13
000000000045341,99.99,5.2,0,0.0,0.0,0.1,0.1,5.8,6.4,99.99,N,0.0,N,0.0,0.0,5.8,48.64,7.0,7.6,0.0,8
000000000045342,99.99,6.4,0,0.0,0.0,0.1,0.1,6.6,7.2,99.99,N,0.0,N,0.0,0.0,6.6,54.72,7.0,7.6,0.0,0
000000000045343,99.99,45.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,30.4,319.9,7.0,7.0,0.0,0
000000000045344,99.99,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,11.0,85.85,10.1,10.1,0.0,0
000000000045345,99.99,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,11.0,117.7,10.7,10.7,0.0,0
000000000045346,99.99,8.5,1,0.0,0.0,0.2,1.6,9.8,12.1,99.99,N,0.0,N,0.0,0.0,9.8,390.83,12.8,32.3,0.0,10
000000000045347,99.99,9.1,0,0.0,0.0,0.1,0.1,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,830.28,26.5,81.4,0.0,30
000000000045349,99.99,10.1,0,0.0,0.0,0.0,0.0,10.1,11.1,99.99,H,20.64,H,4.3,0.0,10.1,2195.58,58.5,197.8,0.0,0
000000000045350,99.99,14.0,0,0.0,0.0,0.0,0.0,14.0,15.0,99.99,H,6.08,H,6.9,2.7,14.0,1078.5,35.4,71.9,0.0,0
000000000045351,99.99,14.0,0,0.0,0.0,0.0,0.0,14.0,15.0,99.99,H,6.24,H,9.1,6.1,14.0,1078.5,35.4,71.9,0.0,0
000000000045352,99.99,14.0,0,0.0,0.0,0.0,0.0,14.0,15.0,99.99,H,4.55,H,4.9,0.0,14.0,531.0,34.7,35.4,0.0,7
000000000045353,99.99,14.0,0,0.0,0.0,0.0,0.0,14.0,15.0,99.99,H,5.34,H,4.8,0.0,14.0,549.0,36.0,36.6,0.0,7
000000000045354,99.99,12.8,0,0.0,0.0,0.0,0.0,12.8,13.8,99.99,H,4.9,H,6.2,99.9,12.8,630.66,43.9,45.7,0.0,0
000000000045355,99.99,12.8,0,0.0,0.0,0.0,0.0,12.8,13.8,99.99,H,5.69,H,6.2,99.9,12.8,630.66,43.9,45.7,0.0,0
000000000045356,99.99,12.2,0,0.0,0.0,0.0,0.0,12.8,13.8,99.99,N,0.0,N,0.0,0.0,12.8,803.16,56.4,58.2,0.0,20
000000000045357,99.99,12.2,0,0.0,0.0,0.0,0.0,12.8,13.8,99.99,N,0.0,N,0.0,0.0,12.8,803.16,56.4,58.2,0.0,20
000000000045362,99.99,8.5,0,0.0,0.0,0.2,0.2,11.3,12.3,99.99,H,4.98,H,3.7,3.7,11.3,584.25,45.4,47.5,0.0,27
000000000045363,99.99,10.1,0,0.0,0.0,0.0,0.0,10.1,11.1,99.99,H,29.64,H,5.9,0.0,10.1,2372.07,58.8,213.7,0.0,0
000000000045364,99.99,10.1,0,0.0,0.0,0.0,0.0,10.1,11.1,99.99,H,24.0,H,5.6,0.0,10.1,2005.77,54.3,180.7,0.0,0
000000000045365,99.99,6.7,0,0.0,0.0,0.0,1.1,6.7,15.5,99.99,N,0.0,N,0.0,0.0,6.7,131.75,8.5,8.5,0.0,30
000000000045366,99.99,5.5,0,0.0,0.0,0.0,0.0,6.5,7.5,99.99,N,0.0,N,0.0,0.0,6.5,52.5,7.0,7.0,0.0,0
000000000045367,99.99,7.9,0,0.0,0.0,0.0,0.0,7.9,8.9,99.99,N,0.0,N,0.0,0.0,7.9,97.9,11.0,11.0,0.0,0
000000000045368,99.99,5.5,0,0.0,0.0,0.0,0.0,5.5,6.2,99.99,N,0.0,N,0.0,0.0,5.5,45.26,7.0,7.3,0.0,6
000000000045369,99.99,4.6,0,0.0,0.0,0.0,1.1,5.0,6.5,99.99,N,0.0,N,0.0,0.0,5.0,67.6,10.1,10.4,0.0,8
000000000045370,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.8,99.99,H,7.01,H,12.2,0.0,9.8,1040.04,48.2,96.3,0.0,45
000000000045372,30.45,11.0,0,0.0,0.0,1.9,1.9,11.0,15.3,99.99,H,3.02,R,0.0,0.0,11.0,4547.16,37.5,297.2,0.0,0
000000000045375,99.99,9.1,0,0.0,0.0,0.0,0.0,9.1,10.2,99.99,H,5.14,H,4.2,1.8,9.1,622.2,30.5,61.0,0.0,30
000000000045379,99.99,3.0,0,0.0,0.0,0.3,0.3,3.3,3.3,99.99,N,0.0,N,0.0,0.0,3.4,30.03,8.8,9.1,0.0,10
000000000045380,99.99,3.0,0,0.0,0.0,0.3,0.3,3.4,3.4,99.99,N,0.0,N,0.0,0.0,3.4,30.94,8.5,9.1,0.0,10
000000000045381,99.99,12.2,0,0.0,0.0,0.0,0.0,12.2,13.3,99.99,N,0.0,N,0.0,0.0,12.2,142.31,4.9,10.7,0.0,90
000000000045382,99.99,4.6,0,0.0,0.0,0.2,0.2,4.6,5.6,99.99,N,0.0,N,0.0,0.0,4.6,50.96,8.8,9.1,0.0,0
000000000045383,99.99,7.3,0,0.0,0.0,1.7,1.7,7.3,11.4,99.99,N,0.0,N,0.0,0.0,7.3,149.34,12.8,13.1,0.0,20
000000000045384,99.99,9.1,1,0.0,0.0,0.0,0.0,9.1,9.9,99.99,H,19.2,H,0.0,0.0,9.1,4103.55,59.4,414.5,0.0,0
000000000045385,99.99,10.1,1,0.0,0.0,0.0,0.0,10.1,10.1,99.99,H,5.18,N,0.0,0.0,10.1,4553.08,58.5,450.8,0.0,5
000000000045387,99.99,8.5,0,0.0,0.0,0.0,0.0,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,155.52,15.8,16.2,0.0,0
000000000045426,99.99,3.0,0,0.0,0.0,0.0,0.0,3.6,4.6,99.99,N,0.0,N,0.0,0.0,3.6,40.48,2.4,8.8,0.0,0
000000000045444,99.99,16.2,1,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,8.7,306.18,9.1,18.9,0.0,4
000000000045450,99.99,5.5,0,0.0,0.0,0.0,0.0,5.5,6.6,99.99,N,0.0,N,0.0,0.0,5.5,40.26,6.1,6.1,0.0,10
000000000045453,99.99,7.9,0,0.0,0.0,0.0,0.0,8.0,8.9,99.99,N,0.0,N,0.0,0.0,8.0,56.96,6.4,6.4,0.0,18
000000000045455,99.99,8.2,0,0.0,0.0,0.2,0.2,9.7,10.6,99.99,N,0.0,N,0.0,0.0,8.2,801.36,36.0,75.6,0.0,0
000000000045459,99.99,15.8,0,0.0,0.0,0.0,0.0,7.9,18.6,99.99,N,0.0,N,0.0,0.0,7.3,833.28,22.3,44.8,0.0,30
000000000045460,99.99,8.5,0,0.0,0.0,0.0,0.0,8.5,9.4,99.99,N,0.0,N,0.0,0.0,8.5,88.36,9.4,9.4,0.0,90
000000000045461,99.99,14.9,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,14.9,131.12,8.8,8.8,0.0,0
000000000045464,99.99,10.4,0,0.0,0.0,2.3,2.3,10.4,15.8,99.99,N,0.0,N,0.0,0.0,10.4,240.16,14.6,15.2,0.0,5
000000000045465,30.45,11.0,1,0.0,0.0,1.5,1.5,11.0,14.6,99.99,R,7.15,R,0.0,0.0,11.6,2446.96,37.5,167.6,0.0,0
000000000045466,99.99,7.3,0,0.0,0.0,0.0,0.0,6.7,7.9,99.99,N,0.0,N,0.0,0.0,6.7,77.42,9.8,9.8,0.0,0
000000000045467,99.99,6.7,0,0.0,0.0,0.0,0.0,6.6,7.8,99.99,N,0.0,N,0.0,0.0,6.7,47.58,6.1,6.1,0.0,38
000000000045468,99.99,9.8,0,0.0,0.0,0.2,0.2,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,1227.96,29.0,113.7,0.0,51
000000000045470,99.99,11.0,0,0.0,0.0,0.0,0.0,11.0,12.0,99.99,N,0.0,N,0.0,0.0,11.0,344.4,14.0,28.7,0.0,30
000000000045471,99.99,7.3,0,0.0,0.0,0.0,0.0,7.5,8.7,99.99,N,0.0,N,0.0,0.0,7.5,79.17,4.0,9.1,0.0,13
000000000045472,99.99,8.5,0,0.0,0.0,0.1,0.1,10.4,11.4,99.99,H,7.15,H,4.0,0.5,10.4,546.06,45.7,47.9,0.0,20
000000000045473,99.99,6.4,0,0.0,0.0,0.0,0.0,7.5,8.1,99.99,N,0.0,N,0.0,0.0,7.5,66.42,7.9,8.2,0.0,0
000000000045474,99.99,9.8,0,0.0,0.0,0.1,0.1,10.4,11.5,99.99,N,0.0,N,0.0,0.0,10.4,174.8,14.6,15.2,0.0,20
000000000045475,30.45,12.5,0,0.0,0.0,0.1,0.1,12.6,13.6,99.99,H,5.11,H,2.9,0.4,12.6,439.28,32.3,32.3,0.0,20
000000000045476,99.99,8.8,0,0.0,0.0,0.1,0.1,8.8,9.8,99.99,N,0.0,N,0.0,0.0,8.8,146.02,14.3,14.9,0.0,0
000000000045477,99.99,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,9.4,69.7,7.6,8.2,0.0,15
000000000045478,99.99,8.5,0,0.0,0.0,0.0,0.0,9.3,10.2,99.99,N,0.0,N,0.0,0.0,9.3,133.62,13.1,13.1,0.0,8
000000000045479,99.99,7.9,0,0.0,0.0,0.5,0.5,7.9,8.8,99.99,N,0.0,N,0.0,0.0,7.9,161.04,18.3,18.3,0.0,30
000000000045480,99.99,7.6,0,0.0,0.0,0.2,0.2,7.6,8.6,99.99,N,0.0,N,0.0,0.0,7.6,117.82,12.8,13.7,0.0,30
000000000045481,99.99,7.3,0,0.0,0.0,0.2,0.2,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,194.88,23.2,23.2,0.0,45
000000000045482,99.99,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,8.5,57.67,7.0,7.3,0.0,15
000000000045483,99.99,20.1,0,0.0,0.0,1.5,0.0,21.2,23.7,99.99,H,5.08,H,10.7,8.7,21.2,1559.46,32.6,65.8,0.0,33
000000000045484,99.99,9.1,0,0.0,0.0,0.2,0.2,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,118.32,11.6,11.6,0.0,30
000000000045485,99.99,6.1,0,0.0,0.0,0.0,0.0,7.9,9.8,99.99,N,0.0,N,0.0,0.0,7.9,74.48,7.0,7.6,0.0,15
000000000045486,99.99,12.5,0,0.0,0.0,0.0,0.0,12.6,13.6,99.99,H,4.72,H,3.0,0.0,12.6,829.6,30.5,61.0,0.0,29
000000000045487,99.99,8.8,0,0.0,0.0,0.0,0.0,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,244.08,21.3,22.6,0.0,0
000000000045488,30.45,11.0,0,0.0,0.0,0.0,0.0,12.6,13.6,99.99,H,4.62,H,4.3,0.0,12.5,580.72,21.3,42.7,0.0,4
000000000045489,99.99,4.0,0,0.0,0.0,0.0,0.0,6.1,8.4,99.99,N,0.0,N,0.0,0.0,6.1,87.36,7.9,10.4,0.0,35
000000000045490,99.99,11.0,0,0.0,0.0,0.0,0.0,12.2,13.2,99.99,H,5.41,H,4.4,3.0,12.2,885.72,22.6,67.1,0.0,25
000000000045496,99.99,6.4,0,0.0,0.0,0.0,0.0,6.6,7.3,99.99,N,0.0,N,0.0,0.0,6.6,80.3,11.0,11.0,0.0,0
000000000045498,30.45,20.1,0,0.0,0.0,2.0,2.0,20.1,24.8,99.99,N,0.0,N,0.0,0.0,20.1,332.32,12.8,13.4,0.0,15
000000000045499,99.99,7.3,0,0.0,0.0,0.0,0.0,8.5,9.4,99.99,N,0.0,N,0.0,0.0,8.8,235.0,24.4,25.0,0.0,30
000000000045501,99.99,7.9,0,0.0,0.0,0.0,0.0,7.9,9.0,99.99,N,0.0,N,0.0,0.0,7.9,200.7,21.6,22.3,0.0,20
000000000045502,99.99,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,10.4,117.52,4.9,11.3,0.0,57
000000000045505,99.99,17.1,0,0.0,0.0,0.0,0.0,17.1,18.1,99.99,H,5.03,H,7.6,4.3,17.1,1400.94,39.3,77.4,0.0,20
000000000045506,99.99,13.1,0,0.0,0.0,1.6,1.6,13.1,17.9,99.99,N,0.0,N,0.0,0.0,13.1,322.2,17.7,18.0,0.0,0
000000000045509,99.99,18.6,0,0.0,0.0,0.0,0.0,18.6,19.7,99.99,H,5.33,H,7.9,0.0,18.6,1574.03,45.1,79.9,0.0,7
000000000045510,99.99,12.2,0,0.0,0.0,1.5,1.5,12.2,14.6,99.99,N,0.0,N,0.0,0.0,12.2,484.72,16.5,33.2,0.0,45
000000000045511,99.99,6.4,0,0.0,0.0,0.2,0.2,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,72.96,7.3,7.6,0.0,10
000000000045513,99.99,7.3,0,0.0,0.0,0.2,0.2,7.5,8.4,99.99,N,0.0,N,0.0,0.0,7.5,56.28,6.4,6.7,0.0,0
000000000045514,99.99,6.4,0,0.0,0.0,0.0,0.0,7.9,8.9,99.99,N,0.0,N,0.0,0.0,7.9,89.89,4.6,10.1,0.0,12
000000000045515,99.99,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,7.3,55.51,8.5,9.1,0.0,20
000000000045516,99.99,7.3,0,0.0,0.0,0.0,0.0,7.3,8.7,99.99,N,0.0,N,0.0,0.0,7.3,159.21,18.0,18.3,0.0,0
000000000045520,99.99,6.1,0,0.0,0.0,0.0,9.1,8.8,13.4,99.99,N,0.0,N,0.0,0.0,8.8,135.34,4.3,10.1,0.0,15
000000000045521,99.99,6.4,0,0.0,0.0,0.2,0.2,7.3,8.3,99.99,N,0.0,N,0.0,0.0,7.3,169.32,19.5,20.4,0.0,0
000000000045522,99.99,7.0,0,0.0,0.0,0.2,7.9,8.0,9.0,99.99,N,0.0,N,0.0,0.0,8.0,203.4,21.3,22.6,0.0,0
000000000045523,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,164.16,14.6,15.2,0.0,15
000000000045524,99.99,8.5,0,0.0,0.0,0.0,0.0,9.4,9.4,99.99,N,0.0,N,0.0,0.0,8.5,85.54,8.2,9.1,0.0,53
000000000045526,99.99,13.4,0,0.0,0.0,0.1,0.1,13.4,14.4,99.99,N,0.0,N,0.0,0.0,10.7,895.68,20.4,62.2,0.0,19
000000000045527,99.99,7.0,0,0.0,0.0,0.2,0.2,7.3,8.2,99.99,N,0.0,N,0.0,0.0,7.3,232.06,27.7,28.3,0.0,25
000000000045528,30.18,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,7.6,53.2,6.4,7.0,0.0,20
000000000045529,99.99,12.2,1,0.0,0.0,0.2,0.2,12.2,13.2,99.99,N,0.0,N,0.0,0.0,12.2,510.84,18.6,38.7,0.0,45
000000000045530,99.99,12.8,0,0.0,0.0,0.0,2.4,12.8,16.2,99.99,N,0.0,N,0.0,0.0,12.8,484.38,14.9,29.9,0.0,6
000000000045531,99.99,9.4,0,0.0,0.0,1.5,0.2,15.8,18.7,99.99,N,0.0,N,0.0,0.0,15.8,2092.53,37.5,111.9,0.0,43
000000000045533,99.99,6.7,0,0.0,0.0,0.0,0.0,6.7,7.7,99.99,N,0.0,N,0.0,0.0,6.7,75.46,9.4,9.8,0.0,0
000000000045534,99.99,7.3,0,0.0,0.0,0.0,0.0,7.3,11.3,99.99,N,0.0,N,0.0,0.0,7.3,75.71,6.1,6.7,0.0,0
000000000045538,99.99,7.9,0,0.0,0.0,0.0,0.0,10.1,11.1,99.99,N,0.0,N,0.0,0.0,10.1,165.39,14.3,14.9,0.0,15
000000000045539,99.99,7.3,0,0.0,0.0,0.0,0.0,7.3,9.5,99.99,N,0.0,N,0.0,0.0,8.5,66.5,2.4,7.0,0.0,0
000000000045540,99.99,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,7.3,46.72,6.4,6.4,0.0,10
000000000045541,99.99,7.3,0,0.0,0.0,0.2,0.2,7.8,8.8,99.99,N,0.0,N,0.0,0.0,3.0,235.84,26.2,26.8,0.0,18
000000000045544,99.99,7.3,0,0.0,0.0,0.2,1.4,9.6,12.5,99.99,N,0.0,N,0.0,0.0,9.6,327.5,26.2,26.2,0.0,9
000000000045546,99.99,6.4,0,0.0,0.0,0.5,0.5,6.7,8.4,99.99,N,0.0,N,0.0,0.0,6.7,63.84,6.7,7.6,0.0,15
000000000045547,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.7,99.99,N,0.0,N,0.0,0.0,9.8,173.34,14.9,16.2,0.0,30
000000000045548,99.99,8.5,0,0.0,0.0,0.0,0.0,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,64.32,6.7,6.7,0.0,0
000000000045550,99.99,15.8,0,0.0,0.0,2.0,2.0,12.3,17.0,99.99,N,0.0,N,0.0,0.0,12.3,450.5,12.8,26.5,0.0,5
000000000045551,99.99,8.5,0,0.0,0.0,0.0,0.0,8.4,9.4,99.99,N,0.0,N,0.0,0.0,8.4,163.56,16.8,17.4,0.0,0
000000000045553,99.99,6.4,0,0.0,0.0,0.0,0.0,7.3,11.6,99.99,N,0.0,N,0.0,0.0,7.3,74.24,6.1,6.4,0.0,20
000000000045554,99.99,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,5.4,33.67,8.2,9.1,0.0,45
000000000045556,99.99,7.9,0,0.0,0.0,0.0,0.0,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,286.2,25.3,26.5,0.0,45
000000000045557,99.99,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,5.5,58.85,4.6,10.7,0.0,0
000000000045558,99.99,7.0,0,0.0,0.0,0.0,0.0,7.4,10.9,99.99,N,0.0,N,0.0,0.0,7.4,86.11,7.3,7.9,0.0,20
000000000045560,99.99,6.7,0,0.0,0.0,0.2,0.2,6.7,7.7,99.99,N,0.0,N,0.0,0.0,6.7,98.56,12.2,12.8,0.0,35
000000000045561,99.99,7.3,0,0.0,0.0,0.0,0.0,7.3,8.6,99.99,N,0.0,N,0.0,0.0,7.3,62.78,7.3,7.3,0.0,0
000000000045562,99.99,5.5,0,0.0,0.0,0.0,0.0,7.9,17.5,99.99,N,0.0,N,0.0,0.0,7.9,148.75,7.9,8.5,0.0,40
000000000045563,99.99,4.9,0,0.0,0.0,0.0,0.0,6.6,7.9,99.99,N,0.0,N,0.0,0.0,6.6,48.19,6.1,6.1,0.0,0
000000000045566,99.99,7.3,0,0.0,0.0,0.0,0.0,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,168.84,19.2,20.1,0.0,0
000000000045567,99.99,8.2,0,0.0,0.0,0.0,0.0,8.1,9.0,99.99,N,0.0,N,0.0,0.0,8.1,68.4,7.0,7.6,0.0,14
000000000045568,99.99,8.5,0,0.0,0.0,0.0,0.0,8.5,9.1,99.99,N,0.0,N,0.0,0.0,8.5,60.97,6.7,6.7,0.0,0
000000000045569,99.99,5.2,0,0.0,0.0,0.0,0.0,4.1,4.3,99.99,N,0.0,N,0.0,0.0,4.1,35.26,8.2,8.2,0.0,8
000000000045570,99.99,8.8,0,0.0,0.0,0.2,0.2,8.7,9.8,99.99,N,0.0,N,0.0,0.0,8.7,113.68,11.3,11.6,0.0,15
000000000045571,99.99,8.5,1,0.0,0.0,0.0,0.0,12.2,19.6,99.99,N,0.0,N,0.0,0.0,12.2,148.96,7.3,7.6,0.0,14
000000000045575,99.99,11.6,0,0.0,0.0,1.5,1.5,11.6,15.2,99.99,N,0.0,N,0.0,0.0,11.6,1000.16,21.9,65.8,0.0,20
000000000045577,99.99,9.8,0,0.0,0.0,0.2,0.2,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,141.48,12.5,13.1,0.0,10
000000000045578,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.9,99.99,N,0.0,N,0.0,0.0,9.8,192.93,17.4,17.7,0.0,1
000000000045579,99.99,5.5,1,0.0,0.0,0.2,0.2,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,166.32,19.2,19.8,0.0,0
000000000045581,99.99,7.9,0,0.0,0.0,0.0,0.0,7.9,9.0,99.99,N,0.0,N,0.0,0.0,7.9,88.2,9.1,9.8,0.0,20
000000000045582,99.99,6.1,0,0.0,0.0,0.1,0.1,6.6,6.9,99.99,N,0.0,N,0.0,0.0,6.6,132.48,18.3,19.2,0.0,0
000000000045583,99.99,6.1,0,0.0,0.0,0.0,0.0,8.7,9.3,99.99,N,0.0,N,0.0,0.0,8.7,73.47,7.9,7.9,0.0,0
000000000045584,99.99,3.4,0,0.0,0.0,0.2,0.2,4.6,5.6,99.99,N,0.0,N,0.0,0.0,4.6,71.68,12.2,12.8,0.0,42
000000000045585,99.99,11.0,0,0.0,0.0,0.2,0.2,10.2,11.1,99.99,N,0.0,N,0.0,0.0,10.2,456.21,20.4,41.1,0.0,15
000000000045586,99.99,9.4,0,0.0,0.0,0.2,0.2,12.5,13.6,99.99,H,5.13,H,99.9,99.9,12.5,564.4,20.4,41.5,0.0,30
000000000045587,99.99,8.5,0,0.0,0.0,0.2,0.2,8.7,9.7,99.99,N,0.0,N,0.0,0.0,8.7,171.69,17.7,17.7,0.0,15
000000000045588,99.99,8.2,0,0.0,0.0,0.2,0.2,7.9,8.8,99.99,N,0.0,N,0.0,0.0,7.9,182.16,19.5,20.7,0.0,0
000000000045589,99.99,9.1,0,0.0,0.0,0.2,0.2,11.5,12.3,99.99,N,0.0,N,0.0,0.0,11.5,704.79,28.0,57.3,0.0,0
000000000045590,99.99,7.3,0,0.0,0.0,0.3,0.3,6.1,7.3,99.99,N,0.0,N,0.0,0.0,0.3,75.92,9.8,10.4,0.0,0
000000000045591,99.99,19.5,0,0.0,0.0,0.0,0.0,20.1,21.1,99.99,N,0.0,N,0.0,0.0,19.5,546.49,25.3,25.9,0.0,25
000000000045592,99.99,6.7,0,0.0,0.0,0.2,0.2,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,1361.7,34.7,133.5,0.0,25
000000000045594,99.99,4.9,0,0.0,0.0,0.2,0.2,4.9,5.9,99.99,N,0.0,N,0.0,0.0,4.9,80.83,13.7,13.7,0.0,0
000000000045595,99.99,9.1,0,0.0,0.0,0.2,0.2,9.1,10.1,99.99,N,0.0,N,0.0,0.0,9.1,957.48,45.7,94.8,0.0,90
000000000045600,99.99,9.8,0,0.0,0.0,0.0,0.0,9.8,10.9,99.99,H,5.03,H,3.7,3.7,9.8,541.73,24.4,49.7,0.0,38
000000000045601,99.99,7.9,0,0.0,0.0,1.5,1.5,7.9,11.7,99.99,N,0.0,N,0.0,0.0,7.9,139.23,11.6,11.9,0.0,38
000000000045602,99.99,6.7,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,6.7,97.82,14.6,14.6,0.0,3
000000000045603,99.99,7.3,0,0.0,0.0,0.0,0.0,7.3,7.3,99.99,N,0.0,N,0.0,0.0,7.3,57.67,7.3,7.9,0.0,0
000000000045608,99.99,7.9,0,0.0,0.0,0.0,0.0,7.9,7.9,99.99,N,0.0,N,0.0,0.0,7.9,57.67,7.3,7.3,0.0,0
000000000045609,99.99,5.5,0,0.0,0.0,0.0,0.0,6.7,8.4,99.99,N,0.0,N,0.0,0.0,6.7,58.8,7.0,7.0,0.0,18
000000000045610,99.99,13.4,0,0.0,0.0,0.3,0.3,12.2,13.2,99.99,N,0.0,N,0.0,0.0,0.0,784.08,58.8,59.4,0.0,59
000000000045611,99.99,9.4,0,0.0,0.0,0.2,0.2,11.0,12.0,99.99,N,0.0,N,0.0,0.0,11.0,153.6,11.6,12.8,0.0,15
000000000045612,99.99,11.0,0,0.0,0.0,0.2,0.2,13.4,14.4,99.99,H,5.12,H,99.9,99.9,13.4,979.2,67.4,68.0,0.0,53
000000000045613,99.99,4.6,0,0.0,0.0,0.0,0.0,6.1,7.3,99.99,N,0.0,N,0.0,0.0,6.1,97.82,12.8,13.4,0.0,0
000000000045614,99.99,15.2,0,0.0,0.0,0.0,0.0,14.6,15.7,99.99,H,7.59,H,3.7,99.9,14.6,967.12,24.7,61.6,0.0,48
000000000045615,99.99,15.2,0,0.0,0.0,0.0,0.0,14.6,15.7,99.99,H,8.6,H,3.7,99.9,14.6,976.54,21.0,62.2,0.0,42
000000000045616,99.99,9.1,0,0.0,0.0,0.2,1.5,10.5,28.8,99.99,N,0.0,N,0.0,0.0,10.5,826.56,27.4,28.7,0.0,20
