STRUCTURE_NUMBER_008,MIN_VERT_CLR_010,APPR_WIDTH_MT_032,STRUCTURE_FLARED_035,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,HORR_CLR_MT_047,DECK_AREA,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,MIN_NAV_CLR_MT_116,DEGREES_SKEW_034
        1PA0099,99.99,11.6,0,0.0,0.0,0.0,0.0,10.9,12.5,99.99,N,0.0,N,0.0,0.0,10.9,88.75,6.7,7.1,,18
000000000000001,99.99,8.5,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,H,4.5,H,99.9,99.9,8.5,410.04,20.1,40.2,0.0,9
000000000000002,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.0,99.99,N,0.0,N,0.0,0.0,12.2,408.2,29.9,31.4,0.0,6
000000000000003,99.99,12.2,0,0.0,0.0,0.2,0.2,12.8,13.9,99.99,N,0.0,N,0.0,0.0,12.8,428.12,14.6,30.8,0.0,6
000000000000004,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.0,99.99,N,0.0,N,0.0,0.0,12.2,590.2,22.3,45.4,0.0,0
000000000000005,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.9,99.99,N,0.0,N,0.0,0.0,12.2,635.23,21.6,45.7,0.0,0
000000000000007,99.99,23.2,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,18.3,155.44,6.7,6.7,0.0,12
000000000000008,99.99,8.8,0,0.0,0.0,0.2,0.2,8.9,9.9,99.99,H,4.67,H,99.9,99.9,8.9,464.31,26.5,46.9,0.0,0
000000000000010,99.99,5.2,0,0.0,0.0,0.5,0.5,9.1,11.0,99.99,H,4.57,H,99.9,99.9,9.1,154.0,12.8,14.0,0.0,0
000000000000012,99.99,12.2,0,0.0,0.0,0.2,0.2,12.4,13.2,99.99,N,0.0,N,0.0,0.0,12.2,627.0,23.2,47.5,0.0,29
000000000000013,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.9,99.99,N,0.0,N,0.0,0.0,12.2,651.91,22.9,46.9,0.0,30
000000000000014,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.0,99.99,H,4.52,H,2.4,0.0,12.2,170.3,12.8,13.1,0.0,14
000000000000015,99.99,12.2,0,0.0,0.0,0.2,0.2,13.1,14.0,99.99,H,4.9,H,2.4,0.0,13.1,183.4,12.8,13.1,0.0,14
000000000000018,99.99,14.9,0,0.0,0.0,0.2,0.2,15.4,16.1,99.99,R,6.92,R,0.0,0.0,15.4,450.8,26.8,28.0,0.0,0
000000000000019,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.9,99.99,R,7.62,R,0.0,0.0,12.2,372.52,26.8,26.8,0.0,0
000000000000020,99.99,23.2,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,18.9,162.4,7.0,7.0,0.0,30
000000000000022,99.99,5.5,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,H,4.42,H,99.9,99.9,8.5,668.1,21.3,65.5,0.0,24
000000000000024,99.99,12.2,0,0.0,0.0,0.5,0.5,12.2,13.9,99.99,N,0.0,N,0.0,0.0,12.2,707.51,25.3,50.9,0.0,16
000000000000025,99.99,11.6,0,0.0,0.0,0.5,0.5,12.2,14.0,99.99,N,0.0,N,0.0,0.0,12.2,712.6,25.3,50.9,0.0,16
000000000000027,99.99,11.6,0,0.0,0.0,0.5,0.5,12.2,13.9,99.99,N,0.0,N,0.0,0.0,12.2,440.63,15.5,31.7,0.0,30
000000000000028,99.99,12.5,0,0.0,0.0,0.5,0.5,12.2,13.9,99.99,N,0.0,N,0.0,0.0,12.2,461.48,16.2,33.2,0.0,30
000000000000031,99.99,26.5,0,0.0,0.0,0.0,0.0,25.8,26.7,99.99,H,4.34,H,1.8,99.9,25.8,1108.05,21.6,41.5,0.0,4
000000000000034,99.99,20.7,0,0.0,0.0,0.2,0.2,26.2,27.3,99.99,N,0.0,N,0.0,0.0,12.2,966.42,17.4,35.4,0.0,45
000000000000036,99.99,11.3,0,0.0,0.0,0.0,0.0,14.3,15.2,99.99,N,0.0,N,0.0,0.0,14.3,158.08,9.4,10.4,0.0,30
000000000000037,99.99,9.8,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,9.8,110.74,11.3,11.3,0.0,30
000000000000038,99.99,9.8,0,0.0,0.0,0.2,0.2,11.6,12.7,99.99,N,0.0,N,0.0,0.0,11.6,193.04,13.7,15.2,0.0,30
000000000000039,99.99,10.4,0,0.0,0.0,0.0,0.0,11.4,12.4,99.99,N,0.0,N,0.0,0.0,11.4,533.2,20.1,43.0,0.0,60
000000000000041,99.99,13.7,0,0.0,0.0,0.2,0.2,15.0,16.0,99.99,N,0.0,N,0.0,0.0,15.0,116.8,6.7,7.3,0.0,15
000000000000042,99.99,9.8,0,0.0,0.0,0.2,0.2,12.5,13.5,99.99,N,0.0,N,0.0,0.0,12.5,136.35,9.8,10.1,0.0,0
000000000000043,99.99,9.8,0,0.0,0.0,0.2,0.2,12.5,13.5,99.99,N,0.0,N,0.0,0.0,12.5,259.2,18.9,19.2,0.0,0
000000000000050,99.99,20.7,0,0.0,0.0,0.5,0.5,20.7,22.4,99.99,H,4.57,H,2.7,4.8,21.9,893.76,19.5,39.9,0.0,6
000000000000052,99.99,16.5,0,0.0,0.0,0.0,0.0,16.6,16.7,99.99,N,0.0,N,0.0,0.0,16.6,213.76,5.5,12.8,0.0,30
000000000000054,99.99,11.3,0,0.0,0.0,0.2,0.2,15.1,15.9,99.99,N,0.0,N,0.0,0.0,15.1,523.11,15.2,32.9,0.0,0
000000000000061,99.99,8.8,0,0.0,0.0,0.2,0.2,10.5,11.6,99.99,N,0.0,N,0.0,0.0,10.5,324.8,12.5,28.0,0.0,45
000000000000069,99.99,8.5,0,0.0,0.0,0.0,0.0,7.4,7.9,99.99,N,0.0,N,0.0,0.0,7.4,64.78,7.3,8.2,0.0,15
000000000000076,99.99,12.2,0,0.0,0.0,0.2,0.2,12.2,13.0,99.99,N,0.0,N,0.0,0.0,12.2,725.4,27.4,55.8,0.0,0
000000000000080,99.99,9.1,0,0.0,0.0,0.4,0.4,11.6,12.3,99.99,N,0.0,N,0.0,0.0,8.7,307.5,12.2,25.0,0.0,0
000000000000093,99.99,8.5,0,0.0,0.0,0.2,0.2,8.8,9.9,99.99,N,0.0,N,0.0,0.0,8.8,241.56,24.1,24.4,0.0,0
000000000000097,99.99,12.2,0,0.0,0.0,1.5,1.5,11.6,15.2,99.99,N,0.0,N,0.0,0.0,11.6,255.36,15.2,16.8,0.0,15
000000000000099,99.99,6.7,0,0.0,0.0,0.5,0.5,6.8,7.8,99.99,N,0.0,N,0.0,0.0,6.8,92.82,4.6,11.9,0.0,30
000000000000100,99.99,7.0,0,0.0,0.0,0.2,0.2,7.2,8.0,99.99,N,0.0,N,0.0,0.0,7.2,88.0,9.8,11.0,0.0,30
000000000000101,99.99,9.4,0,0.0,0.0,0.0,0.0,9.2,10.7,99.99,N,0.0,N,0.0,0.0,9.2,518.95,16.2,48.5,0.0,0
000000000000106,99.99,12.8,0,0.0,0.0,0.0,0.0,13.4,14.5,99.99,N,0.0,N,0.0,0.0,13.4,114.55,7.3,7.9,0.0,0
000000000000113,99.99,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,11.0,77.0,7.0,7.0,0.0,30
000000000000114,99.99,10.1,0,0.0,0.0,0.2,0.2,9.1,10.0,99.99,N,0.0,N,0.0,0.0,9.1,451.0,21.3,45.1,0.0,30
000000000000115,99.99,10.7,0,0.0,0.0,1.5,1.5,10.0,14.0,99.99,N,0.0,N,0.0,0.0,10.0,191.8,6.1,13.7,0.0,0
000000000000118,99.99,7.6,0,0.0,0.0,0.2,0.2,9.7,10.8,99.99,N,0.0,N,0.0,0.0,9.7,427.68,19.2,39.6,0.0,0
000000000000119,99.99,6.7,0,0.0,0.0,0.2,0.2,9.2,10.1,99.99,N,0.0,N,0.0,0.0,9.2,111.1,9.8,11.0,0.0,30
000000000000120,99.99,12.2,0,0.0,0.0,0.2,0.2,11.7,12.8,99.99,H,4.5,H,99.9,99.9,11.7,561.92,21.0,43.9,0.0,26
000000000000122,99.99,10.7,0,0.0,0.0,0.0,0.0,11.8,13.1,99.99,N,0.0,N,0.0,0.0,11.8,107.42,7.3,8.2,0.0,0
000000000000124,99.99,12.2,0,0.0,0.0,0.5,0.5,12.3,13.4,99.99,N,0.0,N,0.0,0.0,12.3,285.42,9.8,21.3,0.0,15
000000000000138,99.99,8.5,0,0.0,0.0,0.2,0.2,8.4,9.5,99.99,N,0.0,N,0.0,0.0,8.4,214.7,10.4,22.6,0.0,45
000000000000153,99.99,9.8,0,0.0,0.0,0.5,0.5,9.8,11.4,99.99,H,4.6,H,99.9,99.9,9.8,858.42,21.6,75.3,0.0,24
000000000000155,99.99,8.5,0,0.0,0.0,0.2,0.2,8.7,9.7,99.99,N,0.0,N,0.0,0.0,7.1,88.27,8.8,9.1,0.0,15
000000000000157,99.99,10.4,0,0.0,0.0,0.2,0.2,10.4,11.4,99.99,N,0.0,N,0.0,0.0,10.4,782.04,22.3,68.6,0.0,0
000000000000162,99.99,7.3,0,0.0,0.0,0.2,0.2,6.8,7.6,99.99,N,0.0,N,0.0,0.0,6.8,71.44,8.5,9.4,0.0,0
000000000000163,99.99,9.8,0,0.0,0.0,0.2,0.2,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,82.08,7.3,7.6,0.0,0
000000000000164,99.99,11.6,0,0.0,0.0,0.2,0.2,11.1,12.2,99.99,H,4.5,H,99.9,99.9,11.1,490.44,19.8,40.2,0.0,9
000000000000168,99.99,7.3,0,0.0,0.0,0.2,0.2,7.3,7.5,99.99,N,0.0,N,0.0,0.0,7.3,270.0,17.1,36.0,0.0,0
000000000000171,99.99,5.5,0,0.0,0.0,0.2,0.2,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,190.08,9.4,19.8,0.0,3
000000000000173,99.99,6.1,0,0.0,0.0,0.0,0.0,4.0,5.0,99.99,N,0.0,N,0.0,0.0,4.0,108.0,6.7,21.6,0.0,0
000000000000174,99.99,6.1,0,0.0,0.0,0.2,0.2,4.3,5.5,99.99,N,0.0,N,0.0,0.0,4.3,55.55,9.1,10.1,0.0,0
000000000000176,99.99,5.5,0,0.0,0.0,0.2,0.2,7.3,7.9,99.99,N,0.0,N,0.0,0.0,7.3,69.52,7.9,8.8,0.0,15
000000000000177,99.99,7.3,0,0.0,0.0,0.0,0.0,9.3,10.2,99.99,N,0.0,N,0.0,0.0,9.3,314.16,14.6,30.8,0.0,45
000000000000178,99.99,5.5,0,0.0,0.0,0.2,0.2,7.3,8.0,99.99,N,0.0,N,0.0,0.0,7.3,226.4,13.4,28.3,0.0,0
000000000000183,99.99,5.5,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,H,4.52,H,30.2,99.9,8.5,718.08,20.4,70.4,0.0,13
000000000000184,99.99,5.5,0,0.0,0.0,0.2,0.2,6.5,7.6,99.99,N,0.0,N,0.0,0.0,6.8,62.32,7.6,8.2,0.0,30
000000000000188,99.99,5.8,0,0.0,0.0,0.0,0.0,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,58.8,6.4,7.0,0.0,15
000000000000192,99.99,6.1,0,0.0,0.0,0.3,0.3,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,288.96,10.4,34.4,0.0,0
000000000000193,99.99,7.3,0,0.0,0.0,0.3,0.3,7.4,8.4,99.99,N,0.0,N,0.0,0.0,7.4,217.56,11.6,25.9,0.0,30
000000000000194,99.99,7.9,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,358.02,17.1,35.1,0.0,0
000000000000195,99.99,6.1,0,0.0,0.0,0.2,0.2,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,71.4,6.7,7.0,0.0,10
000000000000197,99.99,5.5,0,0.0,0.0,0.0,0.0,6.4,6.8,99.99,N,0.0,N,0.0,0.0,6.4,55.76,7.3,8.2,0.0,0
000000000000199,99.99,9.4,0,0.0,0.0,0.0,0.0,9.4,10.1,99.99,N,0.0,N,0.0,0.0,9.4,94.94,8.8,9.4,0.0,5
000000000000200,99.99,6.7,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,95.04,8.5,8.8,0.0,0
000000000000201,99.99,8.5,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,655.86,20.7,64.3,0.0,0
000000000000202,99.99,5.5,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,587.52,18.3,57.6,0.0,20
000000000000205,99.99,9.8,0,0.0,0.0,0.0,0.0,12.8,13.7,99.99,N,0.0,N,0.0,0.0,12.8,116.45,7.9,8.5,0.0,30
000000000000209,99.99,7.0,0,0.0,0.0,0.5,0.5,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,56.28,2.7,6.7,0.0,5
000000000000214,99.99,6.1,0,0.0,0.0,0.2,0.2,8.5,9.3,99.99,N,0.0,N,0.0,0.0,8.5,570.09,20.4,61.3,0.0,0
000000000000228,99.99,5.5,0,0.0,0.0,0.2,0.2,7.0,7.8,99.99,N,0.0,N,0.0,0.0,7.0,63.96,6.7,8.2,0.0,45
000000000000232,99.99,5.5,0,0.0,0.0,0.0,0.0,7.3,8.4,99.99,N,0.0,N,0.0,0.0,7.3,84.84,9.1,10.1,0.0,15
000000000000234,99.99,6.1,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,326.4,15.2,32.0,0.0,15
000000000000235,99.99,7.6,0,0.0,0.0,0.3,0.3,9.6,10.2,99.99,N,0.0,N,0.0,0.0,9.6,205.02,9.1,20.1,0.0,15
000000000000236,99.99,5.5,0,0.0,0.0,0.0,0.0,8.5,9.7,99.99,N,0.0,N,0.0,0.0,8.5,64.99,6.1,6.7,0.0,0
000000000000237,99.99,7.3,0,0.0,0.0,0.2,0.2,9.8,10.8,99.99,N,0.0,N,0.0,0.0,9.8,339.12,31.1,31.4,0.0,0
000000000000238,99.99,6.7,0,0.0,0.0,0.2,0.2,6.8,7.6,99.99,N,0.0,N,0.0,0.0,6.8,134.52,16.5,17.7,0.0,15
000000000000246,99.99,6.1,0,0.0,0.0,0.5,0.5,7.9,8.8,99.99,N,0.0,N,0.0,0.0,7.9,209.44,11.0,23.8,0.0,15
000000000000247,99.99,5.8,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,151.2,12.8,14.0,0.0,30
000000000000248,99.99,9.8,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,88.56,7.3,8.2,0.0,0
000000000000249,99.99,7.3,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,174.96,15.8,16.2,0.0,0
000000000000252,99.99,6.4,0,0.0,0.0,0.0,0.0,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,81.6,7.6,8.5,0.0,0
000000000000261,99.99,10.4,0,0.0,0.0,0.3,0.3,8.0,9.0,99.99,N,0.0,N,0.0,0.0,8.0,269.1,13.7,29.9,0.0,30
000000000000264,99.99,9.8,0,0.0,0.0,0.2,0.2,10.4,11.4,99.99,H,4.37,H,99.9,99.9,10.4,1063.62,31.4,93.3,0.0,50
000000000000274,99.99,6.7,0,0.0,0.0,0.0,0.0,8.8,9.9,99.99,N,0.0,N,0.0,0.0,8.8,81.18,7.3,8.2,0.0,15
000000000000279,99.99,6.7,0,0.0,0.0,0.0,0.0,6.7,7.6,99.99,N,0.0,N,0.0,0.0,6.7,224.96,14.6,29.6,0.0,0
000000000000281,99.99,7.9,0,0.0,0.0,0.2,0.2,6.7,7.3,99.99,N,0.0,N,0.0,0.0,6.7,438.0,14.0,60.0,0.0,0
000000000000282,99.99,4.9,0,0.0,0.0,0.2,0.2,6.8,7.6,99.99,N,0.0,N,0.0,0.0,6.8,62.32,7.3,8.2,0.0,30
000000000000285,99.99,8.2,0,0.0,0.0,0.5,0.5,8.5,9.5,99.99,H,4.57,H,99.9,99.9,8.5,394.25,19.5,41.5,0.0,15
000000000000286,99.99,6.4,0,0.0,0.0,0.2,0.2,6.7,7.3,99.99,N,0.0,N,0.0,0.0,6.7,68.62,8.2,9.4,0.0,0
000000000000287,99.99,8.2,0,0.0,0.0,0.5,0.5,8.5,9.6,99.99,H,4.47,H,99.9,99.9,8.5,385.92,19.2,40.2,0.0,9
000000000000290,99.99,7.3,0,0.0,0.0,0.3,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,8.2,48.91,1.8,6.7,0.0,15
000000000000291,99.99,6.1,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,563.04,18.3,55.2,0.0,28
000000000000292,99.99,9.8,0,0.0,0.0,0.4,0.4,8.6,10.3,99.99,N,0.0,N,0.0,0.0,8.6,225.57,20.7,21.9,0.0,0
000000000000293,99.99,7.9,0,0.0,0.0,0.2,0.2,8.8,9.9,99.99,N,0.0,N,0.0,0.0,8.8,69.3,6.4,7.0,0.0,15
000000000000294,99.99,6.7,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,H,4.5,H,99.9,99.9,9.1,167.4,12.8,15.5,0.0,28
000000000000295,99.99,9.1,0,0.0,0.0,0.2,0.2,8.9,9.9,99.99,H,4.67,H,99.9,99.9,8.9,576.18,32.0,58.2,0.0,33
000000000000306,99.99,6.7,0,0.0,0.0,0.5,0.5,9.4,10.5,99.99,N,0.0,N,0.0,0.0,9.4,134.4,11.6,12.8,0.0,0
000000000000309,99.99,6.7,0,0.0,0.0,0.2,0.2,12.8,14.0,99.99,N,0.0,N,0.0,0.0,12.8,273.0,18.6,19.5,0.0,25
000000000000310,99.99,9.8,0,0.0,0.0,0.5,0.5,9.8,11.4,99.99,N,0.0,N,0.0,0.0,9.8,184.68,15.2,16.2,0.0,0
000000000000311,99.99,8.5,0,0.0,0.0,0.2,0.2,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,102.72,10.1,10.7,0.0,0
000000000000320,99.99,6.1,0,0.0,0.0,0.0,0.0,7.5,8.4,99.99,N,0.0,N,0.0,0.0,7.5,220.08,12.8,26.2,0.0,15
000000000000321,99.99,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,6.7,41.8,7.6,7.6,0.0,45
000000000000328,99.99,7.0,0,0.0,0.0,0.5,0.5,11.6,12.5,99.99,N,0.0,N,0.0,0.0,11.6,95.0,6.7,7.6,0.0,0
000000000000333,99.99,5.5,0,0.0,0.0,0.2,0.2,6.7,7.6,99.99,N,0.0,N,0.0,0.0,6.7,85.88,10.7,11.3,0.0,0
000000000000342,99.99,6.1,0,0.0,0.0,0.0,0.0,6.2,6.3,99.99,N,0.0,N,0.0,0.0,6.2,69.3,4.6,11.0,0.0,0
000000000000343,3.28,6.4,0,0.0,0.0,0.2,0.2,4.1,5.5,3.28,N,0.0,N,0.0,0.0,4.1,125.95,19.5,22.9,0.0,0
000000000000366,99.99,6.7,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,191.16,15.8,17.7,0.0,15
000000000000367,99.99,6.7,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,138.24,10.4,12.8,0.0,45
000000000000374,99.99,5.5,0,0.0,0.0,0.2,0.2,8.6,9.6,99.99,N,0.0,N,0.0,0.0,8.5,87.36,8.5,9.1,0.0,30
000000000000383,99.99,6.1,0,0.0,0.0,0.2,0.2,7.6,8.7,99.99,N,0.0,N,0.0,0.0,7.6,172.26,19.5,19.8,0.0,20
000000000000385,99.99,6.1,0,0.0,0.0,0.5,0.5,9.8,11.4,99.99,N,0.0,N,0.0,0.0,9.8,295.26,12.2,25.9,0.0,15
000000000000388,99.99,6.4,0,0.0,0.0,0.2,0.2,9.1,10.2,99.99,N,0.0,N,0.0,0.0,9.1,264.18,25.6,25.9,0.0,0
000000000000389,99.99,5.5,0,0.0,0.0,0.2,0.2,5.1,5.5,99.99,N,0.0,N,0.0,0.0,5.1,177.65,15.5,32.3,0.0,0
000000000000393,99.99,7.9,0,0.0,0.0,0.2,0.2,7.9,9.0,99.99,N,0.0,N,0.0,0.0,7.9,216.9,11.9,24.1,0.0,15
000000000000394,99.99,5.8,0,0.0,0.0,0.2,0.2,7.9,9.0,99.99,N,0.0,N,0.0,0.0,7.9,203.4,21.9,22.6,0.0,30
000000000000395,99.99,6.7,0,0.0,0.0,0.2,0.2,5.1,5.5,99.99,N,0.0,N,0.0,0.0,5.1,97.35,17.1,17.7,0.0,0
000000000000396,99.99,4.9,0,0.0,0.0,0.2,0.2,3.9,4.3,99.99,N,0.0,N,0.0,0.0,3.9,129.86,14.3,30.2,0.0,0
000000000000398,99.99,6.1,0,0.0,0.0,0.3,0.3,5.5,6.7,99.99,N,0.0,N,0.0,0.0,5.5,226.46,16.5,33.8,0.0,0
000000000000399,99.99,6.7,0,0.0,0.0,0.2,0.2,6.7,7.7,99.99,N,0.0,N,0.0,0.0,6.7,340.34,14.6,44.2,0.0,35
000000000000400,99.99,6.1,0,0.0,0.0,0.2,0.2,7.2,8.5,99.99,N,0.0,N,0.0,0.0,7.2,83.3,8.8,9.8,0.0,19
000000000000401,99.99,7.3,0,0.0,0.0,0.5,0.5,9.1,10.8,99.99,N,0.0,N,0.0,0.0,9.1,210.6,18.6,19.5,0.0,30
000000000000402,99.99,6.4,0,0.0,0.0,0.2,0.2,8.5,9.8,99.99,N,0.0,N,0.0,0.0,8.5,268.52,12.8,27.4,0.0,45
000000000000406,99.99,7.3,0,0.0,0.0,0.2,0.2,8.5,9.6,99.99,N,0.0,N,0.0,0.0,8.5,321.6,16.5,33.5,0.0,0
000000000000407,99.99,6.1,0,0.0,0.0,0.2,0.2,6.0,7.0,99.99,N,0.0,N,0.0,0.0,6.1,187.6,12.8,26.8,0.0,0
000000000000408,99.99,7.0,0,0.0,0.0,0.5,0.5,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,145.86,14.0,14.3,0.0,0
000000000000418,99.99,4.3,0,0.0,0.0,0.0,0.0,4.6,4.9,99.99,N,0.0,N,0.0,0.0,4.6,55.37,11.0,11.3,0.0,13
000000000000419,99.99,3.7,0,0.0,0.0,0.0,0.0,4.5,4.9,99.99,N,0.0,N,0.0,0.0,4.5,55.37,11.0,11.3,0.0,0
000000000000420,99.99,4.6,0,0.0,0.0,0.0,0.0,4.5,4.9,99.99,N,0.0,N,0.0,0.0,4.5,55.37,11.0,11.3,0.0,0
000000000000421,99.99,5.5,0,0.0,0.0,0.0,0.0,6.1,7.0,99.99,N,0.0,N,0.0,0.0,6.1,100.1,12.8,14.3,0.0,28
000000000000422,99.99,5.5,0,0.0,0.0,0.1,0.1,3.9,4.3,99.99,N,0.0,N,0.0,0.0,3.9,110.08,25.0,25.6,0.0,0
000000000000425,99.99,5.5,0,0.0,0.0,0.0,0.0,5.5,5.5,99.99,N,0.0,N,0.0,0.0,5.5,40.15,6.7,7.3,0.0,9
000000000000426,99.99,5.8,0,0.0,0.0,0.0,0.0,5.8,8.8,99.99,N,0.0,N,0.0,0.0,5.8,58.96,3.0,6.7,0.0,18
000000000000427,99.99,7.3,0,0.0,0.0,0.0,0.0,7.1,8.3,99.99,N,0.0,N,0.0,0.0,7.1,58.1,7.0,7.0,0.0,30
000000000000428,99.99,6.1,0,0.0,0.0,0.4,0.4,5.5,6.7,99.99,N,0.0,N,0.0,0.0,5.5,377.88,18.0,56.4,0.0,0
000000000000429,99.99,7.3,0,0.0,0.0,0.0,0.0,7.4,8.2,99.99,N,0.0,N,0.0,0.0,7.4,62.32,7.6,7.6,0.0,37
000000000000432,99.99,5.5,0,0.0,0.0,0.2,0.2,5.1,5.5,99.99,N,0.0,N,0.0,0.0,5.1,89.1,15.5,16.2,0.0,0
000000000000433,99.99,5.8,0,0.0,0.0,0.2,0.2,7.7,9.1,99.99,N,0.0,N,0.0,0.0,7.9,108.29,11.3,11.9,0.0,11
000000000000434,99.99,6.1,0,0.0,0.0,0.2,0.2,7.9,9.1,99.99,N,0.0,N,0.0,0.0,7.9,74.62,7.9,8.2,0.0,0
000000000000435,99.99,5.5,0,0.0,0.0,0.0,0.0,6.1,7.0,99.99,N,0.0,N,0.0,0.0,6.1,98.0,12.8,14.0,0.0,0
000000000000436,99.99,5.5,0,0.0,0.0,0.2,0.2,7.0,7.8,99.99,N,0.0,N,0.0,0.0,7.0,54.6,6.7,7.0,0.0,30
000000000000437,99.99,5.5,0,0.0,0.0,0.0,0.0,4.2,4.4,99.99,N,0.0,N,0.0,0.0,4.2,45.76,10.1,10.4,0.0,13
000000000000439,99.99,5.8,0,0.0,0.0,0.4,0.4,8.5,10.2,99.99,N,0.0,N,0.0,0.0,8.5,245.82,11.0,24.1,0.0,15
000000000000440,99.99,5.5,0,0.0,0.0,0.2,0.2,8.5,9.7,99.99,N,0.0,N,0.0,0.0,8.5,97.97,9.1,10.1,0.0,27
000000000000441,99.99,6.1,0,0.0,0.0,0.1,0.1,7.1,8.0,99.99,N,0.0,N,0.0,0.0,7.1,160.8,9.8,20.1,0.0,0
000000000000442,99.99,5.8,0,0.0,0.0,0.0,0.0,6.9,7.9,99.99,N,0.0,N,0.0,0.0,6.9,62.41,7.6,7.9,0.0,0
000000000000443,99.99,5.2,0,0.0,0.0,0.1,0.1,6.1,7.0,99.99,N,0.0,N,0.0,0.0,6.1,189.7,12.8,27.1,0.0,0
000000000000445,99.99,6.1,0,0.0,0.0,0.2,0.2,8.6,9.8,99.99,N,0.0,N,0.0,0.0,8.6,230.3,23.2,23.5,0.0,0
000000000000446,99.99,4.9,0,0.0,0.0,0.1,0.1,5.1,5.5,99.99,N,0.0,N,0.0,0.0,5.1,120.45,10.7,21.9,0.0,0
000000000000447,99.99,5.2,0,0.0,0.0,0.0,0.0,5.3,5.5,99.99,N,0.0,N,0.0,0.0,5.3,53.9,7.3,9.8,0.0,0
000000000000448,99.99,3.7,0,0.0,0.0,0.0,0.0,5.5,6.6,99.99,N,0.0,N,0.0,0.0,5.5,48.18,7.0,7.3,0.0,0
000000000000449,99.99,5.2,0,0.0,0.0,0.2,0.2,7.0,7.9,99.99,N,0.0,N,0.0,0.0,7.0,96.38,11.6,12.2,0.0,33
000000000000450,99.99,5.5,0,0.0,0.0,0.2,0.2,5.9,7.0,99.99,N,0.0,N,0.0,0.0,5.9,149.1,19.5,21.3,0.0,0
000000000000451,99.99,5.5,0,0.0,0.0,0.2,0.2,3.9,4.2,99.99,N,0.0,N,0.0,0.0,3.9,94.92,21.9,22.6,0.0,0
000000000000452,99.99,5.5,0,0.0,0.0,0.2,0.2,8.5,9.8,99.99,N,0.0,N,0.0,0.0,8.5,151.9,15.2,15.5,0.0,0
000000000000453,99.99,7.0,0,0.0,0.0,0.2,0.2,8.5,9.8,99.99,N,0.0,N,0.0,0.0,8.5,146.02,14.6,14.9,0.0,15
